	train_epoch_loss	dev_epoch_loss	dev_precision	dev_recall	dev_f1
0	0.02449702883139253	0.008527256393184265	0.6304347140831832	0.6304347140831832	0.630429714122838
1	0.008384576318785548	0.005899452138692141	0.7391303544423528	0.7391303544423528	0.739125354476176
2	0.005904347011819482	0.0057672128702203436	0.6413042781191002	0.6413042781191002	0.6412992781580829
3	0.00522627267986536	0.004770521617804964	0.7499999184782697	0.7499999184782697	0.7499949185116028
4	0.0041641521640121935	0.004660021746531129	0.673912970226851	0.673912970226851	0.6739079702639476
5	0.0036694994010031223	0.0048816137326260405	0.7391303544423528	0.7391303544423528	0.739125354476176
6	0.0029193955147638916	0.0040932326422383385	0.6956520982986849	0.6956520982986849	0.6956470983346221
7	0.002817368982359767	0.0035290115047246218	0.7282607904064358	0.7282607904064358	0.7282557904407638
8	0.0026817385852336883	0.00400626240298152	0.7065216623346019	0.7065216623346019	0.7065166623699862
9	0.0023247727996204047	0.004060946870595217	0.7173912263705189	0.7173912263705189	0.7173862264053672
10	0.0022753646632190793	0.004032089064518611	0.7391303544423528	0.7391303544423528	0.739125354476176
11	0.0023804978164844214	0.002793805984159311	0.7934781746219375	0.7934781746219375	0.793473174653444
12	0.0019584099180065097	0.0027762745351841054	0.7391303544423528	0.7391303544423528	0.739125354476176
13	0.0017742592643480747	0.002722347698484858	0.7499999184782697	0.7499999184782697	0.7499949185116028
14	0.0015193723456468433	0.0025296356373776994	0.7717390465501036	0.7717390465501036	0.7717340465824978
15	0.001472133529605344	0.002564904745668173	0.7499999184782697	0.7499999184782697	0.7499949185116028
16	0.0013881798525108024	0.002982750767841935	0.7717390465501036	0.7717390465501036	0.7717340465824978
17	0.0012323187990114094	0.0030104708081732192	0.7173912263705189	0.7173912263705189	0.7173862264053672
18	0.0011997247382532804	0.0023586322786286473	0.7391303544423528	0.7391303544423528	0.739125354476176
19	0.0012804743531160056	0.0023841001093387604	0.7173912263705189	0.7173912263705189	0.7173862264053672
20	0.0012063887994736434	0.0027301669276009	0.7391303544423528	0.7391303544423528	0.739125354476176
21	0.001043234154349193	0.0023264434033383927	0.7608694825141866	0.7608694825141866	0.7608644825470435
22	0.0009558636724250391	0.0024532992392778397	0.7282607904064358	0.7282607904064358	0.7282557904407638
23	0.001016724951332435	0.0022418900237729153	0.7499999184782697	0.7499999184782697	0.7499949185116028
24	0.0009526594332419336	0.0022606945130974054	0.7499999184782697	0.7499999184782697	0.7499949185116028
25	0.0008688960422296077	0.001944584189914167	0.7391303544423528	0.7391303544423528	0.739125354476176
26	0.0009012356214225292	0.002284096243480841	0.7391303544423528	0.7391303544423528	0.739125354476176
27	0.0009652133192867041	0.0021573660584787526	0.7173912263705189	0.7173912263705189	0.7173862264053672
28	0.0008569510001689196	0.0017995641489202778	0.7499999184782697	0.7499999184782697	0.7499949185116028
29	0.0009282670932589099	0.0021752423296372094	0.7826086105860206	0.7826086105860206	0.7826036106179648
30	0.000940604597562924	0.001827789897409578	0.7608694825141866	0.7608694825141866	0.7608644825470435
31	0.0008919002162292599	0.001571698075470825	0.8043477386578545	0.8043477386578545	0.8043427386889352
32	0.0008254684327403083	0.0013952153967693448	0.7826086105860206	0.7826086105860206	0.7826036106179648
33	0.0007457369373878464	0.0017920838824162881	0.7499999184782697	0.7499999184782697	0.7499949185116028
34	0.0007534808048512787	0.0013227315697198112	0.7826086105860206	0.7826086105860206	0.7826036106179648
35	0.0007351160753751173	0.0014263985212892294	0.7608694825141866	0.7608694825141866	0.7608644825470435
36	0.0007466912886593491	0.001522991379412512	0.7608694825141866	0.7608694825141866	0.7608644825470435
37	0.0007005813566502184	0.0016222729658087094	0.7934781746219375	0.7934781746219375	0.793473174653444
38	0.0006557750748470426	0.0017790953861549497	0.7282607904064358	0.7282607904064358	0.7282557904407638
39	0.0006322869891300797	0.0014069403987377882	0.7499999184782697	0.7499999184782697	0.7499949185116028
40	0.0006408422213280573	0.0014350661852707465	0.7934781746219375	0.7934781746219375	0.793473174653444
41	0.0006237704615341499	0.0014032160009567936	0.7717390465501036	0.7717390465501036	0.7717340465824978
42	0.0005693310842616484	0.0014471250663821895	0.7391303544423528	0.7391303544423528	0.739125354476176
43	0.0005790315120248124	0.00141759115892152	0.7499999184782697	0.7499999184782697	0.7499949185116028
44	0.0006065244300407358	0.0013030175662909944	0.7934781746219375	0.7934781746219375	0.793473174653444
45	0.0005336225347127765	0.0011933765684564908	0.8152173026937715	0.8152173026937715	0.8152123027244379
46	0.0005556771281408146	0.0012937928549945354	0.8152173026937715	0.8152173026937715	0.8152123027244379
47	0.0004976780823199078	0.001497414040689667	0.7608694825141866	0.7608694825141866	0.7608644825470435
48	0.0005207033042097464	0.0013427757270013292	0.8369564307656053	0.8369564307656053	0.8369514307954753
49	0.00047125861048698427	0.0013797158220161994	0.7934781746219375	0.7934781746219375	0.793473174653444
50	0.0006061467959079892	0.0013879608983794849	0.8043477386578545	0.8043477386578545	0.8043427386889352
51	0.00047721500508487227	0.001238307876822849	0.7499999184782697	0.7499999184782697	0.7499949185116028
52	0.0003965420348686166	0.0014868214105566342	0.7282607904064358	0.7282607904064358	0.7282557904407638
53	0.0004728799074655399	0.0012776791506136458	0.7499999184782697	0.7499999184782697	0.7499949185116028
54	0.0004190236935392022	0.0014272190164774656	0.7826086105860206	0.7826086105860206	0.7826036106179648
55	0.0003922677523223683	0.0014688634934524696	0.7717390465501036	0.7717390465501036	0.7717340465824978
