	train_epoch_loss	dev_epoch_loss	dev_precision	dev_recall	dev_f1
0	0.04200019977986812	0.013037302220861116	0.7065216623346019	0.7065216623346019	0.7065166623699862
1	0.02000198844820261	0.00890053203329444	0.7391303544423528	0.7391303544423528	0.739125354476176
2	0.01467678876593709	0.006561206343273322	0.7608694825141866	0.7608694825141866	0.7608644825470435
3	0.012542138285934925	0.006094070694719751	0.7934781746219375	0.7934781746219375	0.793473174653444
4	0.010558716719970107	0.005657720612362027	0.8369564307656053	0.8369564307656053	0.8369514307954753
5	0.009155906783416868	0.006650444275389115	0.7717390465501036	0.7717390465501036	0.7717340465824978
6	0.008900726865977048	0.005218406751131018	0.7826086105860206	0.7826086105860206	0.7826036106179648
7	0.00802645248360932	0.004680448755001028	0.8586955588374392	0.8586955588374392	0.8586905588665529
8	0.007373282401822508	0.0047250594943761826	0.7934781746219375	0.7934781746219375	0.793473174653444
9	0.00665189451072365	0.0047595583988974495	0.8152173026937715	0.8152173026937715	0.8152123027244379
10	0.006064757029525936	0.004000810052578648	0.8695651228733562	0.8695651228733562	0.8695601229021059
11	0.005978061291389167	0.0033958579879254103	0.8369564307656053	0.8369564307656053	0.8369514307954753
12	0.0060811825701966886	0.00414689676836133	0.8043477386578545	0.8043477386578545	0.8043427386889352
13	0.005873345690779388	0.0038438019497940936	0.8695651228733562	0.8695651228733562	0.8695601229021059
14	0.005628331271000206	0.004512379954879482	0.8260868667296883	0.8260868667296883	0.8260818667599512
15	0.004825259847566485	0.0037622988844911256	0.8804346869092732	0.8804346869092732	0.8804296869376681
16	0.004700701779220253	0.003993068511287372	0.8478259948015223	0.8478259948015223	0.8478209948310093
17	0.004746636268682778	0.004199211485683918	0.8586955588374392	0.8586955588374392	0.8586905588665529
18	0.004678377001546323	0.0045789785993595915	0.8586955588374392	0.8586955588374392	0.8586905588665529
19	0.00423365670721978	0.0041868773599465685	0.8260868667296883	0.8260868667296883	0.8260818667599512
20	0.0037152005010284484	0.004124027055998643	0.8586955588374392	0.8586955588374392	0.8586905588665529
21	0.003532073199748993	0.004035110197340448	0.8152173026937715	0.8152173026937715	0.8152123027244379
