	train_epoch_loss	dev_epoch_loss	dev_precision	dev_recall	dev_f1
0	0.025079729370772838	0.010994848174353441	0.6413042781191002	0.6413042781191002	0.6412992781580829
1	0.00954030131921172	0.0072425855323672295	0.6521738421550172	0.6521738421550172	0.6521688421933503
2	0.006461158250458538	0.005317237849036853	0.684782534262768	0.684782534262768	0.6847775342992757
3	0.005412912573665381	0.005343784422924121	0.6956520982986849	0.6956520982986849	0.6956470983346221
4	0.004072965634986758	0.004768981986368696	0.663043406190934	0.663043406190934	0.6630384062286386
5	0.0037022726819850504	0.004692410739759604	0.684782534262768	0.684782534262768	0.6847775342992757
6	0.002895944733172655	0.004285219979162018	0.7065216623346019	0.7065216623346019	0.7065166623699862
7	0.0026162696187384425	0.0036856006675710282	0.673912970226851	0.673912970226851	0.6739079702639476
8	0.0026239582535345107	0.004182526919369896	0.684782534262768	0.684782534262768	0.6847775342992757
9	0.0023544650711119176	0.0031278691797827682	0.7499999184782697	0.7499999184782697	0.7499949185116028
10	0.0021698640845716	0.0034900723646084466	0.7391303544423528	0.7391303544423528	0.739125354476176
11	0.0018250573932891711	0.003819528346260389	0.663043406190934	0.663043406190934	0.6630384062286386
12	0.0017730742087587715	0.002832008060067892	0.7173912263705189	0.7173912263705189	0.7173862264053672
13	0.0015727193816564976	0.003150635166093707	0.6521738421550172	0.6521738421550172	0.6521688421933503
14	0.0015882135706488042	0.0031016732876499495	0.7065216623346019	0.7065216623346019	0.7065166623699862
15	0.0013313070859294384	0.002880171096573273	0.673912970226851	0.673912970226851	0.6739079702639476
16	0.001373982431832701	0.0024198861016581454	0.7173912263705189	0.7173912263705189	0.7173862264053672
17	0.0012034178664907813	0.0025303958294292292	0.7173912263705189	0.7173912263705189	0.7173862264053672
18	0.0011920712154824286	0.0027673473426451287	0.7391303544423528	0.7391303544423528	0.739125354476176
19	0.0011501377302920446	0.0028442546414832273	0.7499999184782697	0.7499999184782697	0.7499949185116028
20	0.0012077667785342784	0.003173309611156583	0.7391303544423528	0.7391303544423528	0.739125354476176
21	0.0011544824403245002	0.0024398755437384048	0.8043477386578545	0.8043477386578545	0.8043427386889352
